transaction_id,transaction_date,transaction_amount,merchant_category,card_type,transaction_location,cardholder_age,cardholder_gender,transaction_description,account_balance,calander_income
932,16-04-2021,687,Restaurant,Amex,Hyderabad,23,Other,Integer tincidunt ante vel ipsum.,41983,119883
933,14-01-2023,6180,Travel,MasterCard,Chennai,53,Other,Etiam faucibus cursus urna.,64486,63782
934,17-01-2023,7632,Education,Amex,Hyderabad,22,Female,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",51518,160821
935,09-08-2023,4416,Clothing,Amex,Bhopal,96,Other,Sed accumsan felis.,70427,151827
936,25-09-2023,7266,Clothing,Discover,Pune,13,Male,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",16865,63677
937,06-04-2022,2692,Healthcare,Discover,Ahmedabad,90,Other,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",87870,20050
938,30-12-2023,4755,Education,MasterCard,Chennai,48,Male,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,11857,57318
939,25-09-2023,9971,Entertainment,Amex,Mumbai,61,Other,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",84258,120817
940,09-09-2023,8144,Travel,Discover,Ahmedabad,60,Other,Proin risus.,99198,58431
941,11-06-2021,5973,Restaurant,Visa,Chennai,36,Female,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,88530,67358
942,26-02-2024,4001,Electronics,Visa,Bhopal,62,Other,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",61543,177087
943,30-06-2021,7969,Travel,Discover,Ahmedabad,88,Male,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",97115,25040
944,21-08-2022,9062,Education,Visa,Ahmedabad,13,Female,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,4488,84296
945,25-12-2022,4412,Travel,MasterCard,Hyderabad,76,Female,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,13889,39657
946,13-07-2024,6681,Entertainment,Visa,Pune,59,Female,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",16880,119023
947,05-06-2024,6768,Restaurant,Amex,Bhopal,27,Male,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",19514,38707
948,17-10-2022,1776,Restaurant,Amex,Mumbai,81,Female,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,78499,45608
949,13-06-2023,6523,Healthcare,Discover,Bengaluru,45,Female,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",70752,33936
950,06-12-2023,51,Entertainment,MasterCard,Indore,42,Other,Praesent blandit lacinia erat.,36797,139316
951,03-06-2024,9861,Clothing,MasterCard,Bhopal,39,Other,Nam dui.,39540,136267
952,25-12-2022,7487,Groceries,Amex,Bengaluru,27,Other,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,58215,44225
953,31-07-2024,3739,Electronics,MasterCard,Jaipur,17,Male,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,88501,155472
954,06-02-2023,2083,Restaurant,Amex,Delhi,9,Male,Maecenas tincidunt lacus at velit.,93362,70312
955,23-02-2021,1194,Education,Discover,Bhopal,83,Male,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",29669,146861
956,27-04-2024,1281,Healthcare,Discover,Jaipur,77,Other,Duis consequat dui nec nisi volutpat eleifend.,9039,29713
957,07-04-2021,5517,Entertainment,Amex,Bhopal,90,Male,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,4303,159596
958,20-12-2021,2463,Healthcare,Visa,Mumbai,41,Female,Nam nulla.,35379,145090
959,23-01-2021,4134,Travel,Discover,Bengaluru,76,Male,Proin at turpis a pede posuere nonummy. Integer non velit.,82068,68686
960,22-05-2024,7469,Entertainment,Discover,Chennai,33,Other,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,98267,95078
961,20-01-2023,4392,Restaurant,Discover,Delhi,80,Female,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",69423,124414
962,11-08-2023,3515,Restaurant,MasterCard,Mumbai,27,Female,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",85539,197541
963,08-06-2023,1305,Restaurant,Amex,Ahmedabad,19,Female,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",75938,21292
964,21-01-2022,1267,Groceries,Visa,Bengaluru,28,Male,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",33656,163375
965,16-06-2023,2167,Travel,MasterCard,Pune,11,Male,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,63658,103973
966,17-05-2022,1702,Clothing,Visa,Jaipur,38,Other,Nam nulla.,57511,161221
967,03-07-2024,6825,Electronics,MasterCard,Ahmedabad,37,Female,Proin at turpis a pede posuere nonummy. Integer non velit.,67575,155276
968,19-12-2023,8634,Education,MasterCard,Hyderabad,25,Male,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,71988,185779
969,24-10-2023,519,Education,Amex,Indore,40,Male,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",45776,139009
970,13-04-2021,5066,Travel,MasterCard,Bengaluru,70,Male,Donec posuere metus vitae ipsum. Aliquam non mauris.,66734,65532
971,12-02-2023,8491,Groceries,Discover,Jaipur,28,Male,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",98777,57805
972,14-09-2022,5947,Electronics,MasterCard,Jaipur,2,Other,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",42237,135127
973,23-10-2023,5838,Restaurant,Discover,Indore,90,Female,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,30548,111911
974,02-09-2022,7400,Healthcare,MasterCard,Jaipur,63,Female,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,3908,81259
975,28-10-2022,8473,Restaurant,Visa,Indore,39,Female,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",58281,123693
976,24-11-2021,6359,Entertainment,MasterCard,Pune,66,Female,Pellentesque ultrices mattis odio.,24182,34821
977,09-07-2022,3886,Travel,Discover,Hyderabad,16,Other,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,9272,152865
978,26-02-2023,2507,Healthcare,Amex,Chennai,89,Other,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",87647,144966
979,27-11-2022,6794,Travel,Amex,Bhopal,46,Male,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,31669,49339
980,22-09-2023,7500,Clothing,Visa,Mumbai,2,Other,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",99477,161932
981,06-05-2022,8846,Electronics,Amex,Delhi,21,Female,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",22284,85023
982,19-04-2022,8637,Electronics,Discover,Jaipur,46,Other,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",74118,67833
983,27-08-2024,8210,Restaurant,Discover,Indore,88,Other,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",61690,96151
984,14-04-2023,5923,Clothing,Amex,Ahmedabad,71,Other,Quisque ut erat. Curabitur gravida nisi at nibh.,54559,49137
985,16-07-2021,7406,Healthcare,Discover,Pune,45,Male,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,39206,37237
986,28-12-2022,8972,Groceries,Visa,Hyderabad,5,Male,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",18894,189103
987,16-06-2022,8619,Restaurant,Discover,Delhi,48,Other,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",45503,33203
988,10-07-2021,1626,Restaurant,Amex,Delhi,32,Female,Aliquam erat volutpat. In congue. Etiam justo.,59616,199355
989,25-04-2022,4390,Education,MasterCard,Delhi,2,Female,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,92589,125799
990,20-06-2023,2944,Clothing,MasterCard,Jaipur,25,Female,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",74597,69796
991,02-01-2023,7083,Electronics,Visa,Hyderabad,40,Female,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",50612,62416
992,12-10-2022,5632,Restaurant,Discover,Jaipur,61,Female,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",58882,93854
993,15-04-2021,4354,Education,Visa,Ahmedabad,68,Male,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",76916,185810
994,23-02-2024,9309,Groceries,MasterCard,Chennai,70,Other,Integer non velit.,8813,177354
995,24-09-2021,1771,Education,Visa,Mumbai,48,Male,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,66491,90183
996,14-02-2023,4747,Restaurant,MasterCard,Ahmedabad,91,Female,Curabitur convallis.,39096,47690
997,15-08-2024,3877,Restaurant,Amex,Indore,54,Male,Nunc purus. Phasellus in felis.,45489,92244
998,27-03-2023,1684,Education,Amex,Hyderabad,41,Male,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",40643,145380
999,15-02-2021,225,Entertainment,MasterCard,Mumbai,87,Other,Aliquam erat volutpat. In congue. Etiam justo.,99433,61624
1000,20-11-2022,1621,Education,Discover,Ahmedabad,65,Female,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",60960,175583
